id	modified	language	datasetID	datasetName	dynamicProperties	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	fieldNumber	eventRemarks	locationID	waterBody	country	stateProvince	county	locality	minimumElevationInMeters	maximumElevationInMeters	verbatimDepth	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	footprintWKT	footprintSRS	georeferenceRemarks
RCMed-survey-1086	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1086		RCMed U-CEM protocol				2002-08-24				2002	8	24												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1087	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1087		RCMed U-CEM protocol				2002-08-24				2002	8	24												8	20	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1088	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1088		RCMed U-CEM protocol				2002-08-24				2002	8	24												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1089	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1089		RCMed U-CEM protocol				2002-07-07				2002	7	7												8	20	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1090	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1090		RCMed U-CEM protocol				2002-07-07				2002	7	7												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1091	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1091		RCMed U-CEM protocol				2002-07-07				2002	7	7												8	20	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1092	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1092		RCMed U-CEM protocol				2002-07-07				2002	7	7												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1093	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1093		RCMed U-CEM protocol				2002-07-07				2002	7	7												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1094	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1094		RCMed U-CEM protocol				2002-07-07				2002	7	7												8	20	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1095	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1095		RCMed U-CEM protocol				2002-07-07				2002	7	7												12	24	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1096	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1096		RCMed U-CEM protocol				2002-07-07				2002	7	7												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1097	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1097		RCMed U-CEM protocol				2002-07-07				2002	7	7												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1098	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1098		RCMed U-CEM protocol				2002-07-07				2002	7	7												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1099	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1099		RCMed U-CEM protocol				2002-07-07				2002	7	7												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1100	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1100		RCMed U-CEM protocol				2002-07-07				2002	7	7												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1101	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1101		RCMed U-CEM protocol				2002-07-07				2002	7	7												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1102	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1102		RCMed U-CEM protocol				2002-07-07				2002	7	7												38	50	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1103	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1103		RCMed U-CEM protocol				2002-07-07				2002	7	7												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1104	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1104		RCMed U-CEM protocol				2002-07-07				2002	7	7												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1105	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1105		RCMed U-CEM protocol				2002-07-07				2002	7	7												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1106	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1106		RCMed U-CEM protocol				2002-07-07				2002	7	7												8	20	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1107	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1107		RCMed U-CEM protocol				2002-07-07				2002	7	7												8	20	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1108	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1108		RCMed U-CEM protocol				2002-07-07				2002	7	7												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1109	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1109		RCMed U-CEM protocol				2002-07-07				2002	7	7												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1110	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1110		RCMed U-CEM protocol				2002-07-07				2002	7	7												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1111	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1111		RCMed U-CEM protocol				2002-08-15				2002	8	15												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1112	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1112		RCMed U-CEM protocol				2002-08-15				2002	8	15												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1113	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1113		RCMed U-CEM protocol				2002-08-15				2002	8	15												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1114	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1114		RCMed U-CEM protocol				2002-08-15				2002	8	15												12	24	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1115	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1115		RCMed U-CEM protocol				2002-08-15				2002	8	15												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1116	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1116		RCMed U-CEM protocol				2002-08-25				2002	8	25												13	25	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1117	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1117		RCMed U-CEM protocol				2002-08-13				2002	8	13												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1118	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1118		RCMed U-CEM protocol				2002-08-13				2002	8	13												6	18	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1119	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1119		RCMed U-CEM protocol				2002-08-13				2002	8	13												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1120	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1120		RCMed U-CEM protocol				2002-08-13				2002	8	13												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1121	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1121		RCMed U-CEM protocol				2002-08-13				2002	8	13												11	23	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1122	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1122		RCMed U-CEM protocol				2002-08-13				2002	8	13												11	23	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1123	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1123		RCMed U-CEM protocol				2002-08-13				2002	8	13												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1124	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1124		RCMed U-CEM protocol				2002-08-13				2002	8	13												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1125	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1125		RCMed U-CEM protocol				2002-08-13				2002	8	13												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1126	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1126		RCMed U-CEM protocol				2002-08-13				2002	8	13												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1127	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1127		RCMed U-CEM protocol				2002-08-13				2002	8	13												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1128	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1128		RCMed U-CEM protocol				2002-08-13				2002	8	13												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1129	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1129		RCMed U-CEM protocol				2002-08-13				2002	8	13												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1130	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1130		RCMed U-CEM protocol				2002-08-13				2002	8	13												11	23	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1131	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1131		RCMed U-CEM protocol				2002-07-23				2002	7	23												8	20	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1132	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1132		RCMed U-CEM protocol				2002-07-23				2002	7	23												8	20	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1133	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1133		RCMed U-CEM protocol				2002-07-23				2002	7	23												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1134	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1134		RCMed U-CEM protocol				2002-07-23				2002	7	23												8	20	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1135	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1135		RCMed U-CEM protocol				2002-07-23				2002	7	23												8	20	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1136	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1136		RCMed U-CEM protocol				2002-07-23				2002	7	23												8	20	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1137	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1137		RCMed U-CEM protocol				2002-07-23				2002	7	23												7	19	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1138	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1138		RCMed U-CEM protocol				2002-07-23				2002	7	23												8	20	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1139	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1139		RCMed U-CEM protocol				2002-07-23				2002	7	23												11	23	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1140	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1140		RCMed U-CEM protocol				2002-07-23				2002	7	23												11	23	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1141	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1141		RCMed U-CEM protocol				2002-07-23				2002	7	23												11	23	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1142	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1142		RCMed U-CEM protocol				2002-07-23				2002	7	23												11	23	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1143	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1143		RCMed U-CEM protocol				2002-07-23				2002	7	23												11	23	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1144	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1144		RCMed U-CEM protocol				2002-07-23				2002	7	23												11	23	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1145	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1145		RCMed U-CEM protocol				2002-07-23				2002	7	23												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1146	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1146		RCMed U-CEM protocol				2002-07-23				2002	7	23												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1147	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1147		RCMed U-CEM protocol				2002-08-10				2002	8	10												8	20	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1148	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1148		RCMed U-CEM protocol				2002-08-10				2002	8	10												8	20	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1149	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1149		RCMed U-CEM protocol				2002-08-10				2002	8	10												8	20	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1150	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1150		RCMed U-CEM protocol				2002-08-10				2002	8	10												0	7	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1151	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1151		RCMed U-CEM protocol				2002-08-10				2002	8	10												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1152	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1152		RCMed U-CEM protocol				2002-08-10				2002	8	10												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1153	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1153		RCMed U-CEM protocol				2002-08-10				2002	8	10												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1154	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1154		RCMed U-CEM protocol				2002-08-10				2002	8	10												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1155	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1155		RCMed U-CEM protocol				2002-08-10				2002	8	10												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1156	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1156		RCMed U-CEM protocol				2002-08-10				2002	8	10												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1157	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1157		RCMed U-CEM protocol				2002-08-10				2002	8	10												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1158	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1158		RCMed U-CEM protocol				2002-08-10				2002	8	10												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1159	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1159		RCMed U-CEM protocol				2002-08-10				2002	8	10												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1160	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1160		RCMed U-CEM protocol				2002-08-10				2002	8	10												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1161	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1161		RCMed U-CEM protocol				2002-08-10				2002	8	10												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1162	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1162		RCMed U-CEM protocol				2002-08-10				2002	8	10												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1163	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1163		RCMed U-CEM protocol				2002-08-10				2002	8	10												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1164	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1164		RCMed U-CEM protocol				2001-07-14				2001	7	14												11	23	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1165	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1165		RCMed U-CEM protocol				2001-07-15				2001	7	15												12	24	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1166	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1166		RCMed U-CEM protocol				2001-07-15				2001	7	15												12	24	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1167	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1167		RCMed U-CEM protocol				2001-07-14				2001	7	14												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1168	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1168		RCMed U-CEM protocol				2001-07-14				2001	7	14												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1169	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1169		RCMed U-CEM protocol				2001-07-14				2001	7	14												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1170	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1170		RCMed U-CEM protocol				2001-07-14				2001	7	14												13	25	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1171	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1171		RCMed U-CEM protocol				2001-07-14				2001	7	14												13	25	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1172	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1172		RCMed U-CEM protocol				2001-07-14				2001	7	14												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1173	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1173		RCMed U-CEM protocol				2001-07-14				2001	7	14												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1174	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1174		RCMed U-CEM protocol				2001-08-18				2001	8	18												11	23	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1175	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1175		RCMed U-CEM protocol				2001-08-18				2001	8	18												11	23	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1176	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1176		RCMed U-CEM protocol				2001-08-18				2001	8	18												11	23	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1177	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1177		RCMed U-CEM protocol				2001-08-18				2001	8	18												12	24	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1178	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1178		RCMed U-CEM protocol				2001-07-23				2001	7	23												19	31	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1179	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1179		RCMed U-CEM protocol				2002-06-23				2002	6	23												14	26	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1180	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1180		RCMed U-CEM protocol				2002-06-23				2002	6	23												9	21	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1181	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1181		RCMed U-CEM protocol				2002-09-21				2002	9	21												11	23	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1182	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1182		RCMed U-CEM protocol				2002-09-21				2002	9	21												12	24	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1183	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1183		RCMed U-CEM protocol				2002-09-21				2002	9	21												12	24	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1184	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1184		RCMed U-CEM protocol				2002-09-21				2002	9	21												10	22	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1185	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1185		RCMed U-CEM protocol				2002-09-21				2002	9	21												11	23	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-1186	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-1186		RCMed U-CEM protocol				2002-09-21				2002	9	21												11	23	44.38701	12.58254	EPSG:4326	200.0		EPSG:4326	
